0.0000000000 0.0000000000 0.0000000000 0.0000000001 0.0000000001 0.0000000002 0.0000000004 0.0000000008 0.0000000016 0.0000000030 0.0000000055 0.0000000101 0.0000000181 0.0000000324 0.0000000571 0.0000000994 0.0000001712 0.0000002915 0.0000004904 0.0000008157 0.0000013410 0.0000021791 0.0000035000 0.0000055566 0.0000087196 0.0000135249 0.0000207358 0.0000314235 0.0000470694 0.0000696900 0.0001019885 0.0001475300 0.0002109395 0.0002981153 0.0004164465 0.0005750197 0.0007847924 0.0010587063 0.0014117077 0.0018606415 0.0024239809 0.0031213632 0.0039729034 0.0049982770 0.0062155740 0.0076399544 0.0092821569 0.0111469397 0.0132315588 0.0155244057 0.0180039404 0.0206380550 0.0233839879 0.0261888849 0.0289910572 0.0317219382 0.0343086788 0.0366772606 0.0387559517 0.0404788849 0.0417895113 0.0426436788 0.0430121007 0.0428820228 0.0422579565 0.0411614191 0.0396297019 0.0377137650 0.0354754239 0.0329840451 0.0303129954 0.0275360987 0.0247243329 0.0219429680 0.0192492926 0.0166910167 0.0143053808 0.0121189409 0.0101479548 0.0083992594 0.0068715082 0.0055566335 0.0044414016 0.0035089481 0.0027402012 0.0021151275 0.0016137612 0.0012170000 0.0009071738 0.0006684039 0.0004867838 0.0003504143 0.0002493309 0.0001753553 0.0001219019 0.0000837627 0.0000568904 0.0000381923 0.0000253432 0.0000166225
0.0000001959 0.0000003256 0.0000005353 0.0000008708 0.0000014015 0.0000022313 0.0000035145 0.0000054765 0.0000084426 0.0000128758 0.0000194269 0.0000289978 0.0000428210 0.0000625575 0.0000904134 0.0001292757 0.0001828656 0.0002559045 0.0003542865 0.0004852462 0.0006575072 0.0008813933 0.0011688797 0.0015335599 0.0019905014 0.0025559660 0.0032469718 0.0040806824 0.0050736198 0.0062407085 0.0075941771 0.0091423616 0.0108884715 0.0128293984 0.0149546591 0.0172455717 0.0196747638 0.0222061010 0.0247951049 0.0273898997 0.0299326929 0.0323617496 0.0346137818 0.0366266304 0.0383420860 0.0397086721 0.0406842063 0.0412379614 0.0413522729 0.0410234744 0.0402620932 0.0390922905 0.0375505879 0.0356839746 0.0335475306 0.0312017354 0.0287096433 0.0261341091 0.0235352306 0.0209681478 0.0184813008 0.0161152057 0.0139017676 0.0118641068 0.0100168443 0.0083667665 0.0069137747 0.0056520194 0.0045711231 0.0036574048 0.0028950362 0.0022670746 0.0017563394 0.0013461143 0.0010206722 0.0007656344 0.0005681820 0.0004171424 0.0003029786 0.0002177061 0.0001547604 0.0001088379 0.0000757236 0.0000521210 0.0000354916 0.0000239094 0.0000159347 0.0000105063 0.0000068531 0.0000044223 0.0000028232 0.0000017831 0.0000011141 0.0000006887 0.0000004212 0.0000002548 0.0000001525 0.0000000903 0.0000000529 0.0000000307
0.0000040141 0.0000058322 0.0000084076 0.0000120254 0.0000170655 0.0000240289 0.0000335692 0.0000465309 0.0000639933 0.0000873214 0.0001182225 0.0001588082 0.0002116598 0.0002798963 0.0003672391 0.0004780724 0.0006174922 0.0007913387 0.0010062047 0.0012694142 0.0015889618 0.0019734067 0.0024317157 0.0029730490 0.0036064871 0.0043407001 0.0051835612 0.0061417162 0.0072201185 0.0084215488 0.0097461406 0.0111909368 0.0127495037 0.0144116325 0.0161631552 0.0179859000 0.0198578062 0.0217532138 0.0236433306 0.0254968745 0.0272808755 0.0289616117 0.0305056453 0.0318809146 0.0330578339 0.0340103484 0.0347168918 0.0351611974 0.0353329211 0.0352280413 0.0348490158 0.0342046856 0.0333099327 0.0321851083 0.0308552635 0.0293492232 0.0276985496 0.0259364488 0.0240966717 0.0222124609 0.0203155861 0.0184355077 0.0165986938 0.0148281097 0.0131428857 0.0115581609 0.0100850907 0.0087309991 0.0074996525 0.0063916267 0.0054047390 0.0045345179 0.0037746837 0.0031176193 0.0025548103 0.0020772430 0.0016757491 0.0013412933 0.0010652010 0.0008393294 0.0006561852 0.0005089949 0.0003917360 0.0002991346 0.0002266380 0.0001703696 0.0001270704 0.0000940350 0.0000690443 0.0000502990 0.0000363567 0.0000260736 0.0000185529 0.0000130983 0.0000091751 0.0000063768 0.0000043973 0.0000030086 0.0000020423 0.0000013756
0.0000395464 0.0000651544 0.0001054383 0.0001675991 0.0002616755 0.0004013033 0.0006045061 0.0008944313 0.0012999049 0.0018556433 0.0026019307 0.0035835651 0.0048478950 0.0064418329 0.0084078327 0.0107789641 0.0135733908 0.0167887377 0.0203969912 0.0243406712 0.0285310247 0.0328488804 0.0371485751 0.0412650273 0.0450236298 0.0482522161 0.0507940004 0.0525201511 0.0533406017 0.0532118368 0.0521407155 0.0501838664 0.0474427270 0.0440548334 0.0401824002 0.0359995089 0.0316793065 0.0273825027 0.0232481819 0.0193875634 0.0158809267 0.0127775274 0.0100980186 0.0078386969 0.0059768167 0.0044762502 0.0032928891 0.0023793493 0.0016887199 0.0011772681 0.0008061418 0.0005422079 0.0003582107 0.0002324500 0.0001481626 0.0000927612 0.0000570443 0.0000344569 0.0000204436 0.0000119140 0.0000068199 0.0000038346 0.0000021177 0.0000011488 0.0000006121 0.0000003204 0.0000001647 0.0000000832 0.0000000412 0.0000000201 0.0000000096 0.0000000045 0.0000000021 0.0000000009 0.0000000004 0.0000000002 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000045451 0.0000075267 0.0000122892 0.0000197835 0.0000314010 0.0000491410 0.0000758239 0.0001153530 0.0001730265 0.0002558921 0.0003731318 0.0005364490 0.0007604233 0.0010627799 0.0014645091 0.0019897647 0.0026654604 0.0035204942 0.0045845416 0.0058863908 0.0074518336 0.0093011812 0.0114465328 0.0138889912 0.0166160713 0.0195995859 0.0227943044 0.0261376595 0.0295507124 0.0329404950 0.0362037197 0.0392317043 0.0419162157 0.0441558113 0.0458621680 0.0469658519 0.0474210034 0.0472084983 0.0463372808 0.0448437388 0.0427891830 0.0402556724 0.0373405823 0.0341504158 0.0307944048 0.0273784299 0.0239997197 0.0207426723 0.0176760062 0.0148513005 0.0123028499 0.0100486533 0.0080922799 0.0064253209 0.0050301350 0.0038826241 0.0029548262 0.0022171721 0.0016403169 0.0011965118 0.0008605322 0.0006102083 0.0004266286 0.0002940916 0.0001998832 0.0001339463 0.0000885005 0.0000576530 0.0000370305 0.0000234508 0.0000146425 0.0000090144 0.0000054716 0.0000032746 0.0000019322 0.0000011241 0.0000006448 0.0000003647 0.0000002034 0.0000001118 0.0000000606 0.0000000324 0.0000000171 0.0000000089 0.0000000045 0.0000000023 0.0000000011 0.0000000006 0.0000000003 0.0000000001 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000001 0.0000000002 0.0000000005 0.0000000010 0.0000000022 0.0000000046 0.0000000095 0.0000000193 0.0000000386 0.0000000758 0.0000001465 0.0000002783 0.0000005201 0.0000009561 0.0000017287 0.0000030744 0.0000053778 0.0000092525 0.0000156576 0.0000260615 0.0000426665 0.0000687044 0.0001088162 0.0001695172 0.0002597436 0.0003914596 0.0005802834 0.0008460664 0.0012133326 0.0017114585 0.0023744553 0.0032402067 0.0043490316 0.0057414756 0.0074553083 0.0095217950 0.0119614320 0.0147794634 0.0179616114 0.0214705450 0.0252436407 0.0291925519 0.0332049846 0.0371488745 0.0408788993 0.0442449679 0.0471020419 0.0493204176 0.0507954621 0.0514557897 0.0512689876 0.0502442534 0.0484316442 0.0459180240 0.0428201641 0.0392757622 0.0354333386 0.0314420375 0.0274422959 0.0235581593 0.0198917694 0.0165202502 0.0134949404 0.0108426755 0.0085686634 0.0066604081 0.0050921329 0.0038292148 0.0028322453 0.0020604549 0.0014743699
0.0001857654 0.0002668111 0.0003785002 0.0005303366 0.0007339396 0.0010032113 0.0013544025 0.0018060358 0.0023786376 0.0030942364 0.0039755936 0.0050451464 0.0063236650 0.0078286564 0.0095725779 0.0115609596 0.0137905682 0.0162477691 0.0189072609 0.0217313547 0.0246699511 0.0276613316 0.0306338218 0.0335083150 0.0362015615 0.0386300549 0.0407142704 0.0423829611 0.0435771923 0.0442537933 0.0443879482 0.0439747064 0.0430292855 0.0415861418 0.0396968856 0.0374272182 0.0348531448 0.0320567655 0.0291219692 0.0261303412 0.0231575564 0.0202704638 0.0175249966 0.0149649581 0.0126216568 0.0105143041 0.0086510336 0.0070303793 0.0056430360 0.0044737341 0.0035030862 0.0027092854 0.0020695789 0.0015614659 0.0011636070 0.0008564527 0.0006226210 0.0004470617 0.0003170548 0.0002220877 0.0001536519 0.0001049965 0.0000708655 0.0000472409 0.0000311046 0.0000202281 0.0000129929 0.0000082430 0.0000051652 0.0000031967 0.0000019541 0.0000011798 0.0000007036 0.0000004144 0.0000002411 0.0000001385 0.0000000786 0.0000000441 0.0000000244 0.0000000133 0.0000000072 0.0000000038 0.0000000020 0.0000000011 0.0000000005 0.0000000003 0.0000000001 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000001 0.0000000002 0.0000000005 0.0000000010 0.0000000021 0.0000000044 0.0000000089 0.0000000180 0.0000000358 0.0000000699 0.0000001342 0.0000002538 0.0000004721 0.0000008640 0.0000015561 0.0000027574 0.0000048077 0.0000082477 0.0000139218 0.0000231220 0.0000377852 0.0000607553 0.0000961198 0.0001496261 0.0002291756 0.0003453787 0.0005121402 0.0007472198 0.0010726897 0.0015151865 0.0021058348 0.0028797099 0.0038747120 0.0051297517 0.0066822007 0.0085646365 0.0108010160 0.0134025225 0.0163634450 0.0196575416 0.0232353882 0.0270232098 0.0309236113 0.0348184755 0.0385740800 0.0420482261 0.0450989116 0.0475938376 0.0494198779 0.0504915723 0.0507577548 0.0502056039 0.0488616658 0.0467897392 0.0440858543 0.0408708979 0.0372816715 0.0334613031 0.0295499398 0.0256765473 0.0219524462 0.0184669634 0.0152853124 0.0124485686 0.0099754105 0.0078651750 0.0061017198 0.0046576021 0.0034981526 0.0025851238 0.0018797072 0.0013448234 0.0009466873 0.0006557135 0.0004468768 0.0002996593 0.0001977124 0.0001283531 0.0000819870 0.0000515287 0.0000318655 0.0000193891 0.0000116081 0.0000068380 0.0000039634 0.0000022603 0.0000012683 0.0000007003 0.0000003804 0.0000002033 0.0000001069
0.0000000017 0.0000000032 0.0000000059 0.0000000108 0.0000000194 0.0000000347 0.0000000612 0.0000001067 0.0000001839 0.0000003132 0.0000005272 0.0000008772 0.0000014423 0.0000023441 0.0000037652 0.0000059773 0.0000093786 0.0000145440 0.0000222916 0.0000337682 0.0000505576 0.0000748128 0.0001094148 0.0001581565 0.0002259485 0.0003190383 0.0004452328 0.0006141050 0.0008371613 0.0011279418 0.0015020186 0.0019768558 0.0025714952 0.0033060355 0.0042008810 0.0052757512 0.0065484618 0.0080335105 0.0097405279 0.0116726832 0.0138251538 0.0161837931 0.0187241339 0.0214108659 0.0241979068 0.0270291535 0.0298399550 0.0325592927 0.0351125877 0.0374249983 0.0394250107 0.0410480877 0.0422401175 0.0429604068 0.0431839865 0.0429030489 0.0421274004 0.0408838930 0.0392148813 0.0371758276 0.0348322448 0.0322562116 0.0295227177 0.0267060946 0.0238767664 0.0210985064 0.0184263361 0.0159051343 0.0135689663 0.0114410863 0.0095345199 0.0078531062 0.0063928597 0.0051435143 0.0040901176 0.0032145686 0.0024970122 0.0019170335 0.0014546208 0.0010908900 0.0008085803 0.0005923473 0.0004288849 0.0003069136 0.0002170714 0.0001517400 0.0001048355 0.0000715860 0.0000483124 0.0000322256 0.0000212448 0.0000138426 0.0000089144 0.0000056738 0.0000035692 0.0000022191 0.0000013636 0.0000008282 0.0000004971 0.0000002949
0.0000001737 0.0000003228 0.0000005907 0.0000010639 0.0000018864 0.0000032928 0.0000056585 0.0000095725 0.0000159422 0.0000261376 0.0000421870 0.0000670327 0.0001048552 0.0001614687 0.0002447836 0.0003653184 0.0005367304 0.0007763119 0.0011053801 0.0015494673 0.0021382012 0.0029047591 0.0038847857 0.0051146910 0.0066292920 0.0084588301 0.0106254875 0.0131396210 0.0159960307 0.0191706588 0.0226181598 0.0262707772 0.0300388983 0.0338135295 0.0374707547 0.0408780157 0.0439018279 0.0464163336 0.0483119420 0.0495032363 0.0499353529 0.0495881709 0.0484778654 0.0466556584 0.0442039002 0.0412299008 0.0378581530 0.0342217319 0.0304536937 0.0266792363 0.0230092381 0.0195355889 0.0163284965 0.0134357311 0.0108835814 0.0086791614 0.0068136389 0.0052659395 0.0040065266 0.0030009280 0.0022127815 0.0016062638 0.0011478644 0.0008075320 0.0005592735 0.0003813152 0.0002559407 0.0001691180 0.0001100109 0.0000704494 0.0000444134 0.0000275642 0.0000168412 0.0000101297 0.0000059981 0.0000034964 0.0000020065 0.0000011335 0.0000006304 0.0000003452 0.0000001860 0.0000000987 0.0000000516 0.0000000265 0.0000000134 0.0000000067 0.0000000033 0.0000000016 0.0000000008 0.0000000004 0.0000000002 0.0000000001 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
